original	simplification	label
After the Jerilderie raid, the gang laid low for 16 months evading capture.	Film director Richard Linklater discusses this novel in his film Waking Life, which begins with a scene reminiscent of another Dick novel, Time Out of Joint.	0.0
Each version of the license is given a distinguishing version number.	Each version of the license is given a distinguishing version number.	100.0
The Iranian team notably made headlines in their opening match against England after refusing to sing the national anthem in solidarity with the Mahsa Amini protests, with some Iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.	Iranian players made news in their match against England when they did not sing the national anthem in support of Mahsa Amini protests. Some Iranian fans even cheered against their own team or did not watch their team in the protests, as they felt the team represented the government.	91.0
The same tram had derailed on 30 May 2006 at Starr Gate loop during previous trials.	Origins Initially a part of Urartu, Sophene became a province of the newly emerged ancient Armenian Kingdom of Orontids around 600 BC.	0.0
"On 14 November, an interview with journalist Piers Morgan was published, where Ronaldo said that he felt ""betrayed"" by ten Hag and ""two or three others"" who wanted Ronaldo to leave the club, while also adding that the club ""doubted"" him when he said he could not attend pre-season training due to the illness of his daughter, and that he did not respect ten Hag ""because he doesn't show respect for me"", leading him to be disappointed with the communication of the club."	"On 14 November, an interview with journalist Piers Morgan was published, where Ronaldo said that he felt ""betrayed"" by ten Hag and ""two or three others"" who wanted Ronaldo to leave the club, while also adding that the club ""doubted"" him when he said he could not attend pre-season training due to the illness of his daughter, and that he did not respect ten Hag ""because he doesn't show respect for me"", leading him to be disappointed with the communication of the club."	100.0
"The club said on social media that customers subdued the gunman, that it was ""devastated by the senseless attack on our community"", and that it offered condolences to the victims and their families."	"The club said on social media that the gunman was subdued by customers and that it was ""devastated by the senseless attack on our community"". It offered condolences to the victims and their families."	69.33333333333333
They are castrated so that the animal may be more docile or may put on weight more quickly.	They are castrated so that the animal may be more docile or may put on weight more quickly.	100.0
Salem is a city in Essex County, Massachusetts, United States.	Salem is a city in Essex County, Massachusetts, United States.	100.0
According to the non-profit organization Iran Human Rights, as of 19 November 2022, at least 378 people including 43 minors under 18 years of age had been killed as a result of the government's intervention in the protests, involving tear gas and gunfire, making the protests the deadliest since the 2019–2020 protests that resulted in more than 1,500 fatalities.	According to the non-profit organization Iran Human Rights, as of 19 November 2022, at least 378 people including 43 minors under 18 years of age had been killed as a result of the government's intervention in the protests, involving tear gas and gunfire, making the protests the deadliest since the 2019–2020 protests that resulted in more than 1,500 fatalities.	100.0
No skater has yet accomplished a quadruple Axel in competition.	No skater has yet accomplished a quadruple Axel in competition.	100.0
The Prime Minister stays in office only as long as he or she retains the support of the lower house.	The Prime Minister stays in office he or she retains the support.	89.875
A fee is the price one pays as remuneration for services, especially the Honorarium paid to a doctor, lawyer, consultant, or other member of a learned profession.	A tax is the price one pays as pay for services, such as the fee paid to a doctor, lawyer, consultant, or other member of a learned profession.	39.46666666666667
These works he produced and published himself, whilst his much larger woodcuts were mostly commissioned work.	These works he made and published himself and his much larger woodcuts were written work.	41.46666667
On the fifth day of flight, November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence, thus the Moon's gravitational force became stronger than Earth's relative to the spacecraft.	On the fifth day of flight, November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence, thus the Moon's gravitational force became stronger than Earth's relative to the spacecraft.	100.0
