document	simplification	labels
Johan was also the original bassist of the Swedish power metal band HammerFall, but quit before the band ever released a studio album.	Johan was also the first Bassist of the Swedish power metal band Hammerfall, but quit before the band released a studio album.	0.8493333333333334
So far The'Celebrity' episodes have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott mills, mark Chapman, Simon Gregson, sue Cleaver, Carol Thatcher, Paul O'Grady and Lee Ryan.	They have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott mills, Simon Gregson, sue Cleaver, Carol Thatcher, Paul O'Grady and Lee Ryan.	0.8240000000000001
"Aside from this, Cameron has often worked in Christian-themed productions, among them the post-Rapture films Left Behind: The Movie, Left Behind II: Tribulation Force, and Left Behind: World at War, in which he plays Cameron ""Buck"" Williams."	Cameron has often worked in Christian-themed productions, among them the post-Rapture films Left Behind: The Movie, Left Behind II: Tribulation Force, and Left Behind: World at War I/O. He has also made many films.	0.8773333333
Nasepia has an appearance similar to that of most other Erniettomorphs from Namibia, with it having a leaf-like body with thin ribs and spindle-shaped bodies, however it differentiates itself from other taxa such as Pteridinium and Rangea in the sense that it has smaller petaloids and with the configuration of the ribs being sub-parallel to its axis.	Nasepia has a leaf-like body, thin ribs, and spindle-shaped bodies, similar to most other Erniettomorphs from Namibia. However, it is distinguished from other taxa like Pteridinium and Rangea by its smaller petaloids and the ribs being sub-parallel to its axis.	0.2833333333333333
During childhood she suffered from collapsed lungs twice, she had pneumonia 4-5 times a year, a ruptured appendix, and had a tonsillar cyst.	During childhood she suffered from collapsed lungs twice, she had pneumonia 4-5 times a year, a ruptured appendix.	0.7859999999999999
Like previous assessment reports, it consists of four reports, three of them from its working groups.	Reports, it consists, three of them.	0.8186666666666667
Small value inductors can also be built on integrated circuits using the same processes that are used to make transistors.	Small value drivers can also be based on chips using the same methods that are used to make transistors.	0.838
The book is illustrated with more than 200 newly commissioned color photographs by the British architectural photographer Morley von Sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.	The book contains more than 200 newly commissioned color photographs by Morley von Sternbeg. It also contains older images which show buildings that were changed significantly or destroyed.	0.9166666666666667
There he died six weeks later, on 13 January 888.	There, he died.	0.8186666667
The film stars Julie Ledru as Julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.	The movie stars Julie Ledru as Julia, a young woman living in social housing who has a poor relationship with her mother. She tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.	1.0
Prospectors from California, Europe and China were also digging along the Peel River and up the mountain slopes.	In California, Europe and China were also digging along the Peel River and the mountain slopes.	0.708
It is also a starting point for people wanting to explore Cooktown, Cape York Peninsula, and the Atherton Tableland.	It is also a starting point for people wanting to see Cooktown, Cape York Peninsula, and the Atherton Tableland.	0.988
The sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.	The sentence was a 400$ fine and a three-year supervised release after jail.	0.7533333333333333
Blogger DJ Akademiks held a three-hour stream in honor of Takeoff, in which he analyzed videos from the moment of the murder of Kirshnik, and also called for fighting the ideology of violence in hip-hop, including stop imitating rappers YNW Melly and Tay-K, who were convicted of murder.	Blogger DJ Akademiks held a three-hour stream in honor of Takeoff, in which he analyzed videos from the moment of the murder of Kirshnik, and also called for people to stop copying rappers who were convicted of murder, including YNW Melly and Tay-K.	1.0
